a (initial radius),b (Spiral growth rate),thc (Spiral shape thickness),th_0 (Spiral's start angle),th_f (Spiral's end angle),th_m (Metal thickness),r (Substrate radius),hs (Substrate height),er (Substrate dielectric constant),f (freq) GHz,gain,s11,VSWR
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.594188,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.61523,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.636273,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.657315,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.678357,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.699399,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.720441,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.741483,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.762525,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.783567,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.804609,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.825651,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.846693,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.867735,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.888778,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.90982,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.930862,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.951904,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.972946,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.993988,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.01503,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.036072,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.057114,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.078156,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.099198,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.12024,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.141283,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.162325,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.183367,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.204409,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.225451,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.246493,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.267535,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.288577,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.309619,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.330661,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.351703,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.372745,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.393788,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.41483,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.435872,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.456914,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.477956,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.498998,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.52004,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.541082,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.562124,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.583166,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.604208,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.625251,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.646293,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.667335,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.688377,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.709419,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.730461,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.751503,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.772545,3.145333,-1.7652,2.331068
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.793587,3.145333,-1.7652,3.164713
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.814629,3.145333,-1.7652,3.689466
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.835671,3.145333,-1.7652,3.956221
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.856713,3.145333,-1.7652,4.01587
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.877756,3.145333,-1.7652,3.919306
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.898798,3.145333,-1.7652,3.717421
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.91984,3.242225,-3.61365,3.461107
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.940882,3.621875,-5.01885,3.201257
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.961924,3.92706,-5.90353,2.988764
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,3.982966,4.163438,-6.29591,2.874519
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.004008,4.33667,-6.22423,2.909416
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.02505,4.452415,-5.76229,3.124502
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.046092,4.516333,-5.30456,3.376035
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.067134,4.534085,-4.87943,3.653347
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.088176,4.511328,-4.36234,4.065572
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.109218,4.453724,-3.87133,4.561328
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.130261,4.366932,-3.32387,5.28999
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.151303,4.256611,-2.80761,6.241166
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.172345,4.128422,-2.38489,7.329817
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.193387,3.988025,-2.0344,8.578005
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.214429,3.841078,-1.83196,9.517728
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.235471,3.693242,-1.76539,9.874047
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.256513,3.550176,-1.82871,9.534528
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.277555,3.417541,-2.04042,8.552962
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.298597,3.300995,-2.34668,7.447682
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.319639,3.206199,-2.73502,6.404013
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.340681,3.145333,-3.18022,5.523329
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.361723,3.145333,-3.63407,4.849785
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.382766,3.145333,-4.10119,4.314196
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.403808,3.157694,-4.55251,3.902822
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.42485,3.252857,-4.98025,3.583179
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.445892,3.387818,-5.39709,3.321633
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.466934,3.554763,-5.78316,3.114015
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.487976,3.745881,-6.15701,2.93863
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.509018,3.953357,-6.51808,2.78908
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.53006,4.169379,-6.86075,2.662348
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.551102,4.386135,-7.20324,2.548321
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.572144,4.59581,-7.53202,2.449136
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.593186,4.790593,-7.85258,2.360903
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.614228,4.963169,-8.16637,2.28167
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.635271,5.111818,-8.45601,2.21412
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.656313,5.238342,-8.7259,2.155513
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.677355,5.344597,-8.95789,2.108186
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.698397,5.432437,-9.13684,2.073459
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.719439,5.503719,-9.25821,2.050739
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.740481,5.560297,-9.2977,2.043484
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.761523,5.604028,-9.25492,2.051345
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.782565,5.636767,-9.12779,2.075179
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.803607,5.660367,-8.91437,2.116859
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.824649,5.676087,-8.63856,2.174045
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.845691,5.683748,-8.30867,2.247851
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.866733,5.682956,-7.94668,2.336439
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.887776,5.673319,-7.57783,2.43604
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.908818,5.654444,-7.20908,2.546474
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.92986,5.625937,-6.86599,2.660515
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.950902,5.587406,-6.55752,2.773785
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.971944,5.538458,-6.29079,2.881129
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,4.992986,5.4787,-6.08877,2.968972
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.014028,5.407823,-5.95348,3.031272
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.03507,5.326501,-5.91307,3.050457
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.056112,5.236039,-6.00721,3.00618
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.077154,5.137754,-6.27464,2.887936
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.098196,5.032964,-6.76494,2.696427
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.119238,4.922984,-7.25661,2.531573
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.140281,4.809132,-7.24951,2.533785
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.161323,4.692724,-6.78021,2.690929
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.182365,4.575078,-6.33689,2.861899
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.203407,4.45751,-6.11526,2.957108
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.224449,4.341881,-6.07007,2.977413
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.245491,4.231389,-6.16036,2.937157
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.266533,4.129441,-6.36135,2.851818
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.287575,4.039441,-6.64415,2.740859
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.308617,3.964794,-7.01714,2.608824
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.329659,3.908907,-7.47479,2.465737
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.350701,3.875183,-7.99985,2.322888
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.371743,3.867029,-8.58906,2.18473
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.392786,3.887849,-9.1194,2.076778
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.413828,3.940557,-9.39318,2.026224
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.43487,4.022145,-9.2423,2.053679
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.455912,4.125686,-8.62743,2.176437
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.476954,4.244184,-7.8262,2.367873
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.497996,4.370641,-7.19053,2.552346
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.519038,4.498062,-6.90759,2.646049
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.54008,4.619451,-6.88029,2.655521
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.561122,4.72781,-6.87944,2.655816
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.582164,4.816144,-6.98059,2.621107
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.603206,4.877462,-7.31198,2.514472
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.624248,4.907887,-7.70871,2.399536
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.645291,4.911483,-8.09289,2.299635
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.666333,4.893562,-8.50855,2.202396
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.687375,4.859439,-8.9008,2.119584
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.708417,4.814426,-9.30724,2.041743
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.729459,4.763837,-9.74963,1.965052
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.750501,4.712986,-10.1803,1.897424
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.771543,4.667185,-10.614,1.835449
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.792585,4.631749,-11.0306,1.781052
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.813627,4.611591,-11.428,1.733318
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.834669,4.606644,-11.808,1.691081
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.855711,4.613462,-12.1484,1.655806
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.876754,4.628535,-12.4619,1.62529
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.897796,4.648349,-12.7282,1.600743
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.918838,4.669396,-12.953,1.580936
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.93988,4.688163,-13.1321,1.565721
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.960922,4.701139,-13.2483,1.556116
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,5.981964,4.704813,-13.2942,1.552374
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.003006,4.695678,-13.2276,1.55781
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.024048,4.671979,-13.0912,1.569156
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.04509,4.636564,-12.9321,1.582738
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.066132,4.593024,-12.7739,1.596644
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.087174,4.544954,-12.623,1.610294
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.108216,4.495945,-12.453,1.626135
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.129259,4.44959,-12.2772,1.643055
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.150301,4.409482,-12.0586,1.664884
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.171343,4.379214,-11.8199,1.689803
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.192385,4.362377,-11.6035,1.713415
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.213427,4.362245,-11.3792,1.738973
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.234469,4.377937,-11.1908,1.761347
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.255511,4.405686,-11.0008,1.784787
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.276553,4.441663,-10.8153,1.808572
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.297595,4.482044,-10.6735,1.827385
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.318637,4.523001,-10.4877,1.852909
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.339679,4.560706,-10.3717,1.869361
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.360721,4.591333,-10.1711,1.8988
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.381764,4.611056,-9.68444,1.975871
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.402806,4.61605,-9.4538,2.015463
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.423848,4.604187,-9.57056,1.995156
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.44489,4.577912,-9.54567,1.999439
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.465932,4.540437,-9.45234,2.01572
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.486974,4.494969,-9.40533,2.024055
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.508016,4.444718,-9.29641,2.043721
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.529058,4.392894,-9.22095,2.057644
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.5501,4.342705,-9.13773,2.07329
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.571142,4.297362,-9.03151,2.093718
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.592184,4.260073,-8.95492,2.108774
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.613226,4.233848,-8.84306,2.131275
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.634269,4.219007,-8.73757,2.153067
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.655311,4.213952,-8.63018,2.175845
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.676353,4.217044,-8.48714,2.207154
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.697395,4.226644,-8.36009,2.235934
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.718437,4.241113,-8.21431,2.270136
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.739479,4.258812,-8.09732,2.298543
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.760521,4.2781,-8.05983,2.307832
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.781563,4.29734,-8.02774,2.315857
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.802605,4.314892,-8.00366,2.321925
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.823647,4.329643,-7.93701,2.338924
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.844689,4.341935,-7.80253,2.374169
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.865731,4.352362,-7.67649,2.408401
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.886774,4.361514,-7.42045,2.48175
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.907816,4.369986,-7.15906,2.562385
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.928858,4.378369,-7.28286,2.523431
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.9499,4.387257,-7.54745,2.444706
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.970942,4.397241,-7.50121,2.458042
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,6.991984,4.408914,-7.3761,2.495005
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.013026,4.422807,-7.28643,2.52233
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.034068,4.438587,-7.12662,2.572828
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.05511,4.455291,-6.9981,2.615206
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.076152,4.471941,-6.87803,2.656309
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.097194,4.487557,-6.75534,2.699898
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.118236,4.501163,-6.67498,2.72936
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.139279,4.511779,-6.57677,2.766391
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.160321,4.518428,-6.4942,2.798435
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.181363,4.52013,-6.4258,2.825633
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.202405,4.515909,-6.3443,2.858837
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.223447,4.504961,-6.29935,2.877538
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.244489,4.486977,-6.2576,2.895157
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,7.265531,4.461739,-6.23269,2.905785
