a (initial radius),b (Spiral growth rate),thc (Spiral shape thickness),th_0 (Spiral's start angle),th_f (Spiral's end angle),th_m (Metal thickness),r (Substrate radius),hs (Substrate height),er (Substrate dielectric constant),f (freq) GHz,gain,s11,VSWR
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.183183,3.88352,-14.1473,1.488088
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.193694,3.884194,-13.7621,1.515933
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.204204,3.884767,-13.1819,1.561578
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.214715,3.885755,-12.7804,1.596073
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.225225,3.887676,-12.5013,1.621582
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.235736,3.891045,-12.0661,1.664127
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.246246,3.89638,-11.922,1.679002
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.256757,3.904156,-11.5374,1.720828
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.267267,3.914323,-11.3854,1.738245
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.277778,3.926473,-11.1284,1.768944
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.288288,3.940189,-10.8936,1.798422
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.298799,3.955052,-10.7641,1.815303
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.309309,3.970647,-10.4781,1.854254
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.31982,3.986557,-10.4156,1.863093
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.33033,4.002364,-10.1716,1.898721
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.340841,4.017652,-10.0642,1.915025
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.351351,4.032004,-9.91933,1.937628
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.361862,4.045003,-9.72522,1.969086
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.372372,4.056232,-9.67933,1.976725
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.382883,4.065341,-9.45879,2.014583
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.393393,4.072562,-9.45179,2.015817
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.403904,4.078428,-9.09086,2.082238
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.414414,4.083472,-8.8838,2.12301
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.424925,4.088228,-8.80414,2.13925
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.435435,4.093232,-8.60225,2.18187
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.445946,4.099016,-8.54702,2.19391
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.456456,4.106117,-8.3304,2.242795
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.466967,4.115067,-8.2298,2.266441
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.477477,4.126402,-8.07267,2.304639
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.487988,4.140655,-7.87984,2.353751
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.498498,4.158361,-7.77938,2.380366
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.509009,4.179896,-7.51911,2.452857
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.51952,4.204664,-7.36828,2.497361
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.53003,4.231696,-7.05451,2.596406
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.540541,4.260024,-6.59394,2.759831
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.551051,4.288679,-5.67064,3.171514
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.561562,4.316691,-4.64103,3.831615
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.572072,4.343092,-5.80621,3.102554
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.582583,4.366914,-6.33374,2.863206
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.593093,4.387188,-6.61097,2.753367
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.603604,4.402944,-6.4801,2.803998
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.614114,4.413214,-6.42858,2.824527
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.624625,4.417029,-6.38988,2.840163
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.635135,4.413788,-6.15204,2.940811
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.645646,4.404527,-6.20824,2.9163
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.656156,4.390738,-5.93348,3.040728
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.666667,4.373912,-5.92424,3.045136
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.677177,4.35554,-5.79003,3.110584
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.687688,4.337115,-5.58048,3.219301
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.698198,4.320127,-5.64906,3.182779
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.708709,4.306068,-5.26673,3.398804
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.719219,4.296429,-5.3891,3.326216
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.72973,4.292703,-5.04886,3.537058
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.74024,4.29638,-4.90887,3.632568
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.750751,4.308952,-4.8883,3.647065
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.761261,4.331307,-4.10629,4.309053
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.771772,4.362378,-4.41904,4.01483
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.782282,4.400708,-1.92927,9.04511
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.792793,4.444838,-6.85883,2.664516
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.803303,4.49331,-7.64105,2.416973
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.813814,4.544663,-6.4696,2.808218
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.824324,4.597441,-5.41146,3.313326
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.834835,4.650183,-5.66903,3.172325
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.845345,4.701432,-5.04493,3.539704
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.855856,4.749729,-5.21117,3.433041
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.866366,4.793615,-5.01526,3.55955
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.876877,4.831633,-4.86468,3.663903
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.887387,4.862867,-4.93673,3.613108
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.897898,4.887679,-4.64964,3.824937
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.908408,4.906618,-4.76384,3.737544
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.918919,4.920232,-4.5563,3.899735
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.929429,4.92907,-4.54106,3.912245
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.93994,4.93368,-4.50606,3.941285
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.95045,4.934611,-4.3477,4.078695
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.960961,4.93241,-4.41818,4.016279
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.971471,4.927627,-4.22934,4.188265
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.981982,4.920809,-4.26553,4.154114
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,2.992492,4.912506,-4.16831,4.247264
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.003003,4.903264,-4.08234,4.333394
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.013514,4.893586,-4.09889,4.316509
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.024024,4.883898,-3.91579,4.511209
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.034535,4.874613,-3.9415,4.482766
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.045045,4.866148,-3.74945,4.704876
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.055556,4.858917,-3.56849,4.936419
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.066066,4.853338,-3.24618,5.413433
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.076577,4.849825,-2.06209,8.465582
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.087087,4.848793,-2.26998,7.696918
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.097598,4.850659,-3.44587,5.10728
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.108108,4.855838,-3.69269,4.77501
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.118619,4.864745,-3.72267,4.737692
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.129129,4.877787,-3.73346,4.724412
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.13964,4.894953,-3.69681,4.769848
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.15015,4.915688,-3.63391,4.849988
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.160661,4.939396,-3.61082,4.880116
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.171171,4.965483,-3.50041,5.029759
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.181682,4.993354,-3.47602,5.064125
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.192192,5.022415,-3.48378,5.053148
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.202703,5.052071,-3.58679,4.911894
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.213213,5.081728,-3.67948,4.791655
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.223724,5.11079,-3.6536,4.824602
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.234234,5.138664,-3.69087,4.777295
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.244745,5.164754,-3.63771,4.845064
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.255255,5.18848,-3.63758,4.845241
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.265766,5.209601,-3.6235,4.863531
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.276276,5.228212,-3.57782,4.923868
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.286787,5.244423,-3.60208,4.891623
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.297297,5.258344,-3.53889,4.976534
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.307808,5.270086,-3.56038,4.947318
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.318318,5.279758,-3.52522,4.99532
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.328829,5.287471,-3.50674,5.020936
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.339339,5.293336,-3.51935,5.003422
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.34985,5.297461,-3.46452,5.080494
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.36036,5.299958,-3.49985,5.03055
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.370871,5.300937,-3.44978,5.101636
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.381381,5.300531,-3.46196,5.084165
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.391892,5.299215,-3.45504,5.094077
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.402402,5.297724,-3.42125,5.143095
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.412913,5.296797,-3.45522,5.093815
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.423423,5.297174,-3.3981,5.177241
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.433934,5.299595,-3.43132,5.128374
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.444444,5.304799,-3.39758,5.178021
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.454955,5.313527,-3.38836,5.191748
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.465465,5.326519,-3.40285,5.170198
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.475976,5.344514,-3.34938,5.250673
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.486486,5.368253,-3.3895,5.190049
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.496997,5.398474,-3.33268,5.27634
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.507508,5.435682,-3.34921,5.250942
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.518018,5.478049,-3.33434,5.273784
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.528529,5.522428,-3.29897,5.328964
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.539039,5.565654,-3.33164,5.277951
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.54955,5.604565,-3.26605,5.381422
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.56006,5.635997,-3.30555,5.318613
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.570571,5.656785,-3.26308,5.386202
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.581081,5.663768,-3.26097,5.38961
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.591592,5.65378,-3.27622,5.3651
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.602102,5.62366,-3.22349,5.450837
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.612613,5.570242,-3.2765,5.364653
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.623123,5.490364,-3.21396,5.466641
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.633634,5.381722,-3.24525,5.41513
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.644144,5.247951,-3.22495,5.448438
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.654655,5.095191,-3.18894,5.508574
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.665165,4.929589,-3.21818,5.459617
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.675676,4.757295,-3.12243,5.623322
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.686186,4.584457,-3.14089,5.590981
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.696697,4.417224,-3.0256,5.799528
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.707207,4.261744,-2.93154,5.981961
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.717718,4.124167,-2.79956,6.258804
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.728228,4.010639,-2.6347,6.643852
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.738739,3.927311,-3.12944,5.611036
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.749249,3.88033,-3.67706,4.794711
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.75976,3.87445,-4.02113,4.397008
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.77027,3.907497,-4.029,4.388721
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.780781,3.975157,-3.99132,4.428716
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.791291,4.073116,-4.01371,4.404849
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.801802,4.197058,-3.91942,4.507177
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.812312,4.342668,-3.99611,4.423581
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.822823,4.505631,-3.92211,4.504196
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.833333,4.681631,-3.9624,4.459938
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.843844,4.866355,-3.98094,4.439868
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.854354,5.055485,-3.9382,4.486412
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.864865,5.244708,-4.04988,4.366886
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.875375,5.429708,-3.97277,4.448684
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.885886,5.606171,-4.0986,4.316828
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.896396,5.76978,-4.09501,4.320487
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.906907,5.782111,-4.15028,4.265035
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.917417,5.782111,-4.28566,4.135371
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.927928,5.782111,-4.25727,4.161854
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.938438,5.782111,-4.46877,3.972732
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.948949,5.782111,-4.42872,4.007143
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.959459,5.782111,-4.56534,3.892344
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.96997,5.782111,-4.61766,3.850221
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.98048,5.782111,-4.57075,3.887934
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,3.990991,5.782111,-4.7117,3.776899
0.356,3.123,0.567,3.12*pi,5.69*pi,0.543,10,3.139,3.02,4.001502,5.749625,-4.58141,3.880078
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.5,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.521042,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.542084,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.563126,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.584168,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.60521,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.626253,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.647295,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.668337,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.689379,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.710421,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.731463,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.752505,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.773547,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.794589,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.815631,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.836673,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.857715,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.878758,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.8998,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.920842,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.941884,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.962926,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,1.983968,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.00501,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.026052,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.047094,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.068136,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.089178,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.11022,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.131263,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.152305,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.173347,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.194389,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.215431,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.236473,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.257515,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.278557,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.299599,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.320641,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.341683,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.362725,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.383768,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.40481,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.425852,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.446894,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.467936,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.488978,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.51002,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.531062,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.552104,3.145333,-1.7652,1.55236
0.621,2.945,0.237,1.62*pi,5.3*pi,0.654,12,2.113,3.7548,2.573146,3.145333,-1.7652,1.55236
